Sentence text,Aspect text,Aspect position,Polarity,Position
the baked clams octopus we shared as appetizers were the best we ve ever had,baked clams octopus,"[1, 4]",positive,1004
the lamb was tender so full of flavor the dessert was divine,lamb,"[1, 2]",positive,1005
the lamb was tender so full of flavor the dessert was divine,dessert,"[9, 10]",positive,1006
the waiter was attentive,waiter,"[1, 2]",positive,1007
the place itself is beautiful the bar scene seems to be happening,place,"[1, 2]",positive,1008
the place itself is beautiful the bar scene seems to be happening,bar scene,"[6, 8]",positive,1009
downtown dinner 2002 prixe fix appetizers were ok waiter gave me poor suggestion try the potato stuff kanish best one,appetizers,"[5, 6]",neutral,1010
downtown dinner 2002 prixe fix appetizers were ok waiter gave me poor suggestion try the potato stuff kanish best one,waiter,"[8, 9]",negative,1011
downtown dinner 2002 prixe fix appetizers were ok waiter gave me poor suggestion try the potato stuff kanish best one,potato stuff kanish,"[15, 18]",positive,1012
small servings for main entree i had salmon wasnt impressed girlfriend had chicken it was good,salmon,"[7, 8]",negative,1013
small servings for main entree i had salmon wasnt impressed girlfriend had chicken it was good,chicken,"[12, 13]",positive,1014
small servings for main entree i had salmon wasnt impressed girlfriend had chicken it was good,servings for main entree,"[1, 5]",negative,1015
dessert is a joke dont bother,dessert,"[0, 1]",negative,1016
volare virgins or weekly regulars everyone gets treated the same and you can t ask for more than that when the service is this friendly,service,"[21, 22]",positive,1017
the restaurant has a family feel not least with regard to the portions which are enormous the veal alone could have single handedly solved third world famine,feel,"[5, 6]",positive,1018
the restaurant has a family feel not least with regard to the portions which are enormous the veal alone could have single handedly solved third world famine,portions,"[12, 13]",positive,1019
the restaurant has a family feel not least with regard to the portions which are enormous the veal alone could have single handedly solved third world famine,veal,"[17, 18]",positive,1020
the anti pasta was excellent especially the calamari as were the filling pasta mains,anti pasta,"[1, 3]",positive,1021
the anti pasta was excellent especially the calamari as were the filling pasta mains,calamari,"[7, 8]",positive,1022
the anti pasta was excellent especially the calamari as were the filling pasta mains,pasta mains,"[12, 14]",positive,1023
the anti pasta was excellent especially the calamari as were the filling pasta mains,pasta mains,"[12, 14]",positive,1024
the wine list is extensive and can easily hike up an otherwise reasonably priced meal,wine list,"[1, 3]",positive,1025
the wine list is extensive and can easily hike up an otherwise reasonably priced meal,meal,"[14, 15]",positive,1026
still any quibbles about the bill were off set by the pour your own measures of liquers which were courtesey of the house,measures of liquers,"[14, 17]",positive,1027
fantastic place,place,"[1, 2]",positive,1028
lucky strike is a great casual place to just grab a bite to eat,lucky strike,"[0, 2]",positive,1029
great food great decor great service,food,"[1, 2]",positive,1030
great food great decor great service,decor,"[3, 4]",positive,1031
great food great decor great service,service,"[5, 6]",positive,1032
this is the perfect spot for meeting friends having lunch dinner pre theatre or after theatre drinks,spot,"[4, 5]",positive,1033
always ask the bartender for the seasonal beer,seasonal beer,"[6, 8]",positive,1034
excellent spot for holiday get togethers with co workers or friends that you haven t seen in a while,spot,"[1, 2]",positive,1035
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed,heartland brewery,"[10, 12]",positive,1036
what a great place,place,"[3, 4]",positive,1037
not the typical nyc gimmick theme restaurant,restaurant,"[6, 7]",positive,1038
a cool bar with great food and tons of excellent beer,bar,"[2, 3]",positive,1039
a cool bar with great food and tons of excellent beer,food,"[5, 6]",positive,1040
a cool bar with great food and tons of excellent beer,beer,"[10, 11]",positive,1041
a cool bar with great food and tons of excellent beer,beer,"[10, 11]",positive,1042
the shrimp scampi was excellent and the antipasti were plentiful,shrimp scampi,"[1, 3]",positive,1043
the shrimp scampi was excellent and the antipasti were plentiful,antipasti,"[7, 8]",positive,1044
if you venture off the island of manhattan and can t seem to find a great italian restaurant drive to corona,corona,"[20, 21]",positive,1045
the only thing more wonderful than the food which is exceptional is the service,food,"[7, 8]",positive,1046
the only thing more wonderful than the food which is exceptional is the service,service,"[13, 14]",positive,1047
the only thing the waiters don t do for you is wipe your chin when you leave,waiters,"[4, 5]",positive,1048
cozy romantic atomosphere with only around 15 tables at most,atomosphere,"[2, 3]",positive,1049
service was very prompt but slightly rushed,service,"[0, 1]",positive,1050
service was very prompt but slightly rushed,service,"[0, 1]",negative,1051
food was very good but not what i would consider out of this world,food,"[0, 1]",neutral,1052
too bad the food wasn t of the same heritage,food,"[3, 4]",negative,1053
the porcini mushroom pasta special was tasteless so was the seafood tagliatelle,porcini mushroom pasta special,"[1, 5]",negative,1054
the porcini mushroom pasta special was tasteless so was the seafood tagliatelle,seafood tagliatelle,"[10, 12]",negative,1055
but that wasn t the icing on the cake a tiramisu that resembled nothing i have ever had,tiramisu,"[10, 11]",negative,1056
i really liked this place,place,"[4, 5]",positive,1057
this place has the best chinese style bbq ribs in the city,bbq ribs,"[7, 9]",positive,1058
this place has the best chinese style bbq ribs in the city,bbq ribs,"[7, 9]",positive,1059
i also recommend the rice dishes or the different varieties of congee rice porridge,rice dishes,"[4, 6]",positive,1060
i also recommend the rice dishes or the different varieties of congee rice porridge,congee rice porridge,"[11, 14]",positive,1061
it s definately not a place to go if you want to impress someone,place,"[5, 6]",negative,1062
however if you want great food at a great price and don t mind the decor you can t beat this place,food,"[5, 6]",positive,1063
however if you want great food at a great price and don t mind the decor you can t beat this place,decor,"[15, 16]",neutral,1064
however if you want great food at a great price and don t mind the decor you can t beat this place,food,"[5, 6]",positive,1065
quick and friendly service,service,"[3, 4]",positive,1066
when you re sitting in their main dining room which has a spectacular hand painted high ceiling you d never know there was a world outside,main dining room,"[6, 9]",positive,1067
when you re sitting in their main dining room which has a spectacular hand painted high ceiling you d never know there was a world outside,ceiling,"[16, 17]",positive,1068
the food is wonderful tasty and filling and the service is professional and friendly,food,"[1, 2]",positive,1069
the food is wonderful tasty and filling and the service is professional and friendly,food,"[1, 2]",positive,1070
the food is wonderful tasty and filling and the service is professional and friendly,service,"[9, 10]",positive,1071
i can t wait for summer when they serve outside on their gigantic patio,patio,"[13, 14]",positive,1072
i recently tried suan and i thought that it was great,suan,"[3, 4]",positive,1073
this little place definitely exceeded my expectations and you sure get a lot of food for your money,food,"[14, 15]",positive,1074
this little place definitely exceeded my expectations and you sure get a lot of food for your money,place,"[2, 3]",positive,1075
this little place definitely exceeded my expectations and you sure get a lot of food for your money,food,"[14, 15]",positive,1076
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals,service,"[1, 2]",positive,1077
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals,food,"[8, 9]",positive,1078
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals,hot sauce,"[17, 19]",positive,1079
good food,food,"[1, 2]",positive,1080
good drink,drink,"[1, 2]",positive,1081
i have never had cheescake like this,cheescake,"[4, 5]",positive,1082
great spot whether looking for a couple of drinks or quiet dinner,spot,"[1, 2]",positive,1083
great spot whether looking for a couple of drinks or quiet dinner,spot,"[1, 2]",positive,1084
warm and friendly in the winter and terrific outdoor seating in the warmer months,outdoor seating,"[8, 10]",positive,1085
the food is great and they have a good selecion of wines at reasonable prices,food,"[1, 2]",positive,1086
the food is great and they have a good selecion of wines at reasonable prices,selecion of wines,"[9, 12]",positive,1087
the food is great and they have a good selecion of wines at reasonable prices,selecion of wines,"[9, 12]",positive,1088
while the ambiance and atmosphere were great the food and service could have been a lot better,ambiance,"[2, 3]",positive,1089
while the ambiance and atmosphere were great the food and service could have been a lot better,atmosphere,"[4, 5]",positive,1090
while the ambiance and atmosphere were great the food and service could have been a lot better,food,"[8, 9]",negative,1091
while the ambiance and atmosphere were great the food and service could have been a lot better,service,"[10, 11]",negative,1092
we ordered the chicken casserole but what we got were a few small pieces of chicken all dark meat and on the bone,chicken casserole,"[3, 5]",negative,1093
we ordered the chicken casserole but what we got were a few small pieces of chicken all dark meat and on the bone,chicken casserole,"[3, 5]",negative,1094
i ve been to sapphire twice and both times the food was fine if not good,food,"[10, 11]",positive,1095
stick with the chicken beef and lamb dishes,chicken,"[3, 4]",positive,1096
stick with the chicken beef and lamb dishes,beef,"[4, 5]",positive,1097
stick with the chicken beef and lamb dishes,lamb dishes,"[6, 8]",positive,1098
service is friendly and never had a problem walking in and getting a table,service,"[0, 1]",positive,1099
skip dessert,dessert,"[1, 2]",negative,1100
best reuben sandwich ever,reuben sandwich,"[1, 3]",positive,1101
don t miss bloom s on your next trip to manhatten,bloom s,"[3, 5]",positive,1102
it was the first place we ate on our first trip to new york and it will be the last place we stop as we head out of town on our next trip to new york,place,"[4, 5]",positive,1103
thanks bloom s for a lovely trip,bloom s,"[1, 3]",positive,1104
the food was not fresh the sauces were bland and very oily,food,"[1, 2]",negative,1105
the food was not fresh the sauces were bland and very oily,sauces,"[6, 7]",negative,1106
pizza was a little soggy,pizza,"[0, 1]",negative,1107
ravioli was good but i have to say that i found everything a bit overpriced,ravioli,"[0, 1]",positive,1108
not enough wines by the glass either,wines by the glass,"[2, 6]",negative,1109
service however was excellent and i liked the setting atmosphere a lot,service,"[0, 1]",positive,1110
service however was excellent and i liked the setting atmosphere a lot,setting atmosphere,"[8, 10]",positive,1111
food was just average if they lowered the prices just a bit it would be a bigger draw,food,"[0, 1]",neutral,1112
food was just average if they lowered the prices just a bit it would be a bigger draw,food,"[0, 1]",negative,1113
this place is a great bargain,place,"[1, 2]",positive,1114
authentic pakistani food,pakistani food,"[1, 3]",positive,1115
people are always friendly,people,"[0, 1]",positive,1116
don t waste money on decor,decor,"[5, 6]",neutral,1117
just straight up cheap good food,food,"[5, 6]",positive,1118
just straight up cheap good food,food,"[5, 6]",positive,1119
faan is sooo good,faan,"[0, 1]",positive,1120
the best pad thai i ve ever had,pad thai,"[2, 4]",positive,1121
the design and atmosphere is just as good,design,"[1, 2]",positive,1122
the design and atmosphere is just as good,atmosphere,"[3, 4]",positive,1123
bottles of wine are cheap and good,bottles of wine,"[0, 3]",positive,1124
bottles of wine are cheap and good,bottles of wine,"[0, 3]",positive,1125
the food was actually aweful,food,"[1, 2]",negative,1126
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,mussles,"[1, 2]",negative,1127
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,seabass,"[11, 12]",negative,1128
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,goat cheese salad,"[15, 18]",negative,1129
the mussles were the fishiest things i ve ever tasted the seabass was bland the goat cheese salad was missing the goat cheese the penne w chicken had bones in it it was disgusting,penne w chicken,"[24, 27]",negative,1130
nice atmosphere the service was very pleasant and the desert was good,atmosphere,"[1, 2]",positive,1131
nice atmosphere the service was very pleasant and the desert was good,service,"[3, 4]",positive,1132
nice atmosphere the service was very pleasant and the desert was good,desert,"[9, 10]",positive,1133
the jukebox plays everything from italian opera to the strokes,jukebox,"[1, 2]",positive,1134
the food is amazing rich pastas and fresh doughy pizza,food,"[1, 2]",positive,1135
the food is amazing rich pastas and fresh doughy pizza,pastas,"[5, 6]",positive,1136
the food is amazing rich pastas and fresh doughy pizza,pizza,"[9, 10]",positive,1137
best of all is the warm vibe the owner is super friendly and service is fast,vibe,"[6, 7]",positive,1138
best of all is the warm vibe the owner is super friendly and service is fast,owner,"[8, 9]",positive,1139
best of all is the warm vibe the owner is super friendly and service is fast,service,"[13, 14]",positive,1140
go here for the drinks,drinks,"[4, 5]",positive,1141
the drinks are amazing and half off till 8pm,drinks,"[1, 2]",positive,1142
the drinks are amazing and half off till 8pm,drinks,"[1, 2]",positive,1143
ask for usha the nicest bartender in manhattan,usha,"[2, 3]",positive,1144
my fav was the sassy lassi,sassy lassi,"[4, 6]",positive,1145
this is an amazing place to try some roti rolls,roti rolls,"[8, 10]",positive,1146
i really recommend the very simple unda egg rolls,unda egg rolls,"[6, 9]",positive,1147
delicate spices onions eggs and a kick ass roti,spices,"[1, 2]",positive,1148
delicate spices onions eggs and a kick ass roti,onions,"[2, 3]",positive,1149
delicate spices onions eggs and a kick ass roti,eggs,"[3, 4]",positive,1150
delicate spices onions eggs and a kick ass roti,roti,"[8, 9]",positive,1151
toons has recently been redone so it s now a very attractive space,toons,"[0, 1]",positive,1152
the food s as good as ever,food,"[1, 2]",positive,1153
in an area sadly lacking in decent thai food this is one of the best spots,thai food,"[7, 9]",positive,1154
went here last night nice decor good service but the food was surprisingly excellent,decor,"[5, 6]",positive,1155
went here last night nice decor good service but the food was surprisingly excellent,service,"[7, 8]",positive,1156
went here last night nice decor good service but the food was surprisingly excellent,food,"[10, 11]",positive,1157
the portions are huge so it might be good to order three things to split rather than one appetizer and entree per person for two people,portions,"[1, 2]",positive,1158
best drumsticks over rice and sour spicy soup in town,drumsticks over rice,"[1, 4]",positive,1159
best drumsticks over rice and sour spicy soup in town,sour spicy soup,"[5, 8]",positive,1160
beef noodle soup is good as well,beef noodle soup,"[0, 3]",positive,1161
the service is good and the resturant is clean,service,"[1, 2]",positive,1162
the service is good and the resturant is clean,resturant,"[6, 7]",positive,1163
best taiwanese food in ny,taiwanese food,"[1, 3]",positive,1164
i have been to rao s probably 15 times the past 3 years and it keeps getting better,rao s,"[4, 6]",positive,1165
rao s has the best service and atmosphere in nyc,service,"[5, 6]",positive,1166
rao s has the best service and atmosphere in nyc,atmosphere,"[7, 8]",positive,1167
my roommate and i love this place,place,"[6, 7]",positive,1168
we recently decided to try this location and to our delight they have outdoor seating perfect since i had my yorkie with me,outdoor seating,"[13, 15]",positive,1169
indoor was very cozy and cute,indoor,"[0, 1]",positive,1170
the portion sizes here are huge and the sushi is good,portion,"[1, 2]",positive,1171
the portion sizes here are huge and the sushi is good,sushi,"[8, 9]",positive,1172
staff is very accomodating,staff,"[0, 1]",positive,1173
excellent dumplings served amid clean chic decor,dumplings,"[1, 2]",positive,1174
excellent dumplings served amid clean chic decor,decor,"[6, 7]",positive,1175
i got the 10 10 piece dim sum combo every bite of which was great,10 10 piece dim sum combo,"[3, 9]",positive,1176
the decor is very simple but comfortable,decor,"[1, 2]",positive,1177
the food was delicious but do not come here on a empty stomach,food,"[1, 2]",positive,1178
the food was delicious but do not come here on a empty stomach,food,"[1, 2]",negative,1179
the portions are small but being that the food was so good makes up for that,portions,"[1, 2]",negative,1180
the portions are small but being that the food was so good makes up for that,food,"[8, 9]",positive,1181
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert,crabmeat lasagna,"[4, 6]",positive,1182
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert,chocolate bread pudding,"[14, 17]",positive,1183
the staff there is very attentive and down to earth,staff,"[1, 2]",positive,1184
great indian food and the service is incredible,indian food,"[1, 3]",positive,1185
great indian food and the service is incredible,service,"[5, 6]",positive,1186
the owner truly caters to all your needs,owner,"[1, 2]",positive,1187
great food and the prices are very reasonable,food,"[1, 2]",positive,1188
the food here does a great service to the name cantonese that is,food,"[1, 2]",positive,1189
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,"[6, 21]",positive,1190
this dish is my favorite and i always get it when i go there and never get tired of it,dish,"[1, 2]",positive,1191
try the congee and the donut like deep fried dough they call ow ley soh a delicious and sweet tasting bread,congee,"[2, 3]",positive,1192
try the congee and the donut like deep fried dough they call ow ley soh a delicious and sweet tasting bread,ow ley soh,"[12, 15]",positive,1193
simply some good tasting chinese food at incredible prices,chinese food,"[4, 6]",positive,1194
simply some good tasting chinese food at incredible prices,chinese food,"[4, 6]",positive,1195
service is not what you are coming here for,service,"[0, 1]",negative,1196
big wong is a great place to eat and fill your stomach,big wong,"[0, 2]",positive,1197
whoever the jazz duo was they were on point,jazz duo,"[2, 4]",positive,1198
good music great food speedy service affordable prices,music,"[1, 2]",positive,1199
good music great food speedy service affordable prices,food,"[3, 4]",positive,1200
good music great food speedy service affordable prices,service,"[5, 6]",positive,1201
even the wine by the glass was good,wine by the glass,"[2, 6]",positive,1202
consistently good japanese tapas,japanese tapas,"[2, 4]",positive,1203
always good drinks and service is pretty good,drinks,"[2, 3]",positive,1204
always good drinks and service is pretty good,service,"[4, 5]",positive,1205
atmosphere is nice and relaxed too,atmosphere,"[0, 1]",positive,1206
a great place to meet up for some food and drinks,place,"[2, 3]",positive,1207
yakitori bbq meats is tasty too,yakitori bbq meats,"[0, 3]",positive,1208
if you don t mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place,fish,"[9, 10]",negative,1209
if you don t mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place,staff,"[11, 12]",negative,1210
if you don t mind pre sliced low quality fish unfriendly staff and a sushi chef that looks like he is miserable then this is your place,sushi chef,"[14, 16]",negative,1211
price and quality of fish alone will keep us from making a return visit,fish,"[4, 5]",negative,1212
price and quality of fish alone will keep us from making a return visit,fish,"[4, 5]",negative,1213
wasn t going to share but i feel obligated while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing,chef,"[19, 20]",negative,1214
this place which is only a few months old is perhaps queens biggest secret,place,"[1, 2]",positive,1215
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,decor,"[1, 2]",positive,1216
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,food,"[16, 17]",positive,1217
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,food,"[16, 17]",positive,1218
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,staff,"[21, 22]",positive,1219
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,rice avenue,"[36, 38]",positive,1220
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,rice avenue,"[36, 38]",positive,1221
fabulous decor makes you feel like you re in a trendy manhattan restaurant very very good food cheaply priced generally friendly staff and if you re a manhattanite or spend most of your time in manhattan rice avenue will make you feel at home very soho village upper west side minus the expensive prices and pretentious clientele all on roosevelt avenue,rice avenue,"[36, 38]",positive,1222
we were seated outside and the waiter spilled red wine and hot tea on myself and my date,waiter,"[6, 7]",negative,1223
one would think we d get an apology or complimentary drinks instead we got a snobby waiter wouldn t even take our order for 15 minutes and gave us lip when we asked him to do so,waiter,"[16, 17]",negative,1224
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,food,"[13, 14]",negative,1225
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,wait staff,"[16, 18]",negative,1226
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,service,"[29, 30]",negative,1227
with so many good restaurants on the uws i don t need overpriced food absurdly arrogant wait staff who don t recognize they work at a glorified diner clumsy service and management that doesn t care,management,"[31, 32]",negative,1228
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side,service,"[19, 20]",negative,1229
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side,food,"[24, 25]",negative,1230
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side,food,"[24, 25]",negative,1231
the food is okay and the prices here are mediocre,food,"[1, 2]",neutral,1232
baluchi s has solid food and a nice decor at reasonable prices,food,"[4, 5]",positive,1233
baluchi s has solid food and a nice decor at reasonable prices,decor,"[8, 9]",positive,1234
baluchi s has solid food and a nice decor at reasonable prices,baluchi s,"[0, 2]",positive,1235
the only problem is that the manager is a complete incompetent,manager,"[6, 7]",negative,1236
he offers subpar service and has no personality,service,"[3, 4]",negative,1237
there is no excuse for such lousy service,service,"[7, 8]",negative,1238
i have never before eaten 40 pieces of relatively good nigiri,nigiri,"[10, 11]",neutral,1239
20 for all you can eat sushi cannot be beaten,all you can eat sushi,"[2, 7]",positive,1240
i went to areo on a sunday afternoon with four of my girlfriends and spent three enjoyable hours there,areo,"[3, 4]",positive,1241
most of the servers are very attentive friendly and quite attractive,servers,"[3, 4]",positive,1242
the vibe is very relaxed and cozy service was great and the food was excellent,vibe,"[1, 2]",positive,1243
the vibe is very relaxed and cozy service was great and the food was excellent,service,"[7, 8]",positive,1244
the vibe is very relaxed and cozy service was great and the food was excellent,food,"[12, 13]",positive,1245
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went,food,"[0, 1]",positive,1246
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went,view of the new york city skiline,"[5, 12]",positive,1247
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat,service,"[14, 15]",positive,1248
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat,place,"[22, 23]",positive,1249
the food is great,food,"[1, 2]",positive,1250
personal pans are the perfect size for those hungry nights,personal pans,"[0, 2]",positive,1251
there is a downside if you re ordering in the delivery guys have major attitude,delivery guys,"[10, 12]",negative,1252
never have i had such dramatic delivery guys a lot of huffing and panting and muttering under breath b c i live in a walkup who always seem disappointed with their tips,delivery guys,"[6, 8]",negative,1253
love the scene first off the place has a character and nice light to it very fortunate location wise,scene,"[2, 3]",positive,1254
love the scene first off the place has a character and nice light to it very fortunate location wise,place,"[6, 7]",positive,1255
love the scene first off the place has a character and nice light to it very fortunate location wise,location,"[17, 18]",positive,1256
the pizza was pretty good and huge,pizza,"[1, 2]",positive,1257
the pizza was pretty good and huge,pizza,"[1, 2]",positive,1258
we were 4 and got the family size penne a la vodka which was tremendously gigantic portion a bucket of food literally,penne a la vodka,"[8, 12]",positive,1259
the pasta penne was pretty extra buttery creamy which means a big task to diggest tasty at first but i would say that i was full with a slice of pizza and 7 to count penne got a little moody afterwards cause was stuffed lol,pasta penne,"[1, 3]",negative,1260
the pasta penne was pretty extra buttery creamy which means a big task to diggest tasty at first but i would say that i was full with a slice of pizza and 7 to count penne got a little moody afterwards cause was stuffed lol,pasta penne,"[1, 3]",negative,1261
la rosa waltzes in and i think they are doing it the best,la rosa,"[0, 2]",positive,1262
interesting selection good wines service fine fun decor,wines,"[3, 4]",positive,1263
interesting selection good wines service fine fun decor,service,"[4, 5]",positive,1264
interesting selection good wines service fine fun decor,decor,"[7, 8]",positive,1265
interesting selection good wines service fine fun decor,selection,"[1, 2]",positive,1266
i found it on a cold night the perfect spot to warm up,spot,"[9, 10]",positive,1267
i recieved prompt service with a smile,service,"[3, 4]",positive,1268
this place blew me away by far my new favorite restaurant on the uppereast side,place,"[1, 2]",positive,1269
the wine list is extensive and impressive,wine list,"[1, 3]",positive,1270
love the atmosphere felt like i was in paris,atmosphere,"[2, 3]",positive,1271
the mussels were fantastic and so was the dessert definitely going to be back very soon,mussels,"[1, 2]",positive,1272
the mussels were fantastic and so was the dessert definitely going to be back very soon,dessert,"[8, 9]",positive,1273
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna,service,"[17, 18]",positive,1274
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna,staff,"[21, 22]",positive,1275
over the years the host vittorio and his crew have always treated me as family although with all the business this not so little gem does it amazing he s even able to remember a consistent but not so frequent visitor,vittorio,"[5, 6]",positive,1276
over the years the host vittorio and his crew have always treated me as family although with all the business this not so little gem does it amazing he s even able to remember a consistent but not so frequent visitor,crew,"[8, 9]",positive,1277
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,dining garden,"[22, 24]",positive,1278
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,jazz bar,"[17, 19]",positive,1279
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,thin crust pizzas,"[26, 29]",positive,1280
i ve also been amazed at all the new additions in the past few years a new jazz bar the most fantastic dining garden the best thin crust pizzas and now a lasagna menu which is to die for these are not your average lasagnas,lasagna menu,"[32, 34]",positive,1281
i love this place,place,"[3, 4]",positive,1282
i have to say i have never had a disapointing meal here,meal,"[10, 11]",positive,1283
we could have made a meal of the yummy dumplings from the dumpling menu,dumplings,"[9, 10]",positive,1284
luckily we saved room for the bbq salmon sea bass and crispy duck,bbq salmon,"[6, 8]",positive,1285
luckily we saved room for the bbq salmon sea bass and crispy duck,sea bass,"[8, 10]",positive,1286
luckily we saved room for the bbq salmon sea bass and crispy duck,crispy duck,"[11, 13]",positive,1287
love al di la,al di la,"[1, 4]",positive,1288
i recommend this place to everyone,place,"[3, 4]",positive,1289
great food,food,"[1, 2]",positive,1290
the pastas are incredible the risottos particularly the sepia are fantastic and the braised rabbit is amazing,pastas,"[1, 2]",positive,1291
the pastas are incredible the risottos particularly the sepia are fantastic and the braised rabbit is amazing,risottos,"[5, 6]",positive,1292
the pastas are incredible the risottos particularly the sepia are fantastic and the braised rabbit is amazing,sepia,"[8, 9]",positive,1293
the pastas are incredible the risottos particularly the sepia are fantastic and the braised rabbit is amazing,braised rabbit,"[13, 15]",positive,1294
the food here was mediocre at best,food,"[1, 2]",negative,1295
it was totally overpriced fish and chips was about 15,fish and chips,"[4, 7]",negative,1296
tasty dog,dog,"[1, 2]",positive,1297
an awesome organic dog and a conscious eco friendly establishment,dog,"[3, 4]",positive,1298
an awesome organic dog and a conscious eco friendly establishment,establishment,"[9, 10]",positive,1299
the cypriot restaurant has a lot going for it,cypriot restaurant,"[1, 3]",positive,1300
but the best pork souvlaki i ever had is the main thing,pork souvlaki,"[3, 5]",positive,1301
super yummy pizza,pizza,"[2, 3]",positive,1302
i was visiting new york city with a friend and we discovered this really warm and inviting restaurant,restaurant,"[17, 18]",positive,1303
i looove their eggplant pizza as well as their pastas,eggplant pizza,"[3, 5]",positive,1304
i looove their eggplant pizza as well as their pastas,pastas,"[9, 10]",positive,1305
we had half half pizza mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza,half half pizza,"[2, 5]",positive,1306
excellent food although the interior could use some help,food,"[1, 2]",positive,1307
excellent food although the interior could use some help,interior,"[4, 5]",negative,1308
the space kind of feels like an alice in wonderland setting without it trying to be that,space,"[1, 2]",negative,1309
i paid just about 60 for a good meal though,meal,"[8, 9]",positive,1310
i paid just about 60 for a good meal though,meal,"[8, 9]",positive,1311
great sake,sake,"[1, 2]",positive,1312
reliable fresh sushi,sushi,"[2, 3]",positive,1313
the sashimi is always fresh and the rolls are innovative and delicious,sashimi,"[1, 2]",positive,1314
the sashimi is always fresh and the rolls are innovative and delicious,rolls,"[7, 8]",positive,1315
the sashimi is always fresh and the rolls are innovative and delicious,rolls,"[7, 8]",positive,1316
have never had a problem with service save a missing rice once,service,"[6, 7]",positive,1317
