Sentence text,Aspect text,Aspect position,Polarity,Position
the ambience was so fun and the prices were great on top of the fact that the food was really tasty,ambience,"[1, 2]",positive,674
the ambience was so fun and the prices were great on top of the fact that the food was really tasty,food,"[17, 18]",positive,675
i would definitely recommend sea if you like thai cuisine,thai cuisine,"[8, 10]",positive,676
i was here a few weeks back and we had the worst customer service experience at a restaurant ever,customer service,"[12, 14]",negative,677
a gentleman maybe the manager came to our table and without so much as a smile or greeting asked for our order,gentleman,"[1, 2]",negative,678
i absolutely loved this place,place,"[4, 5]",positive,679
excellent atmosphere delicious dishes good and friendly service,atmosphere,"[1, 2]",positive,680
excellent atmosphere delicious dishes good and friendly service,dishes,"[3, 4]",positive,681
excellent atmosphere delicious dishes good and friendly service,service,"[7, 8]",positive,682
the wine list is also really nice,wine list,"[1, 3]",positive,683
everything was wonderful food drinks staff mileau,food,"[3, 4]",positive,684
everything was wonderful food drinks staff mileau,drinks,"[4, 5]",positive,685
everything was wonderful food drinks staff mileau,staff,"[5, 6]",positive,686
everything was wonderful food drinks staff mileau,mileau,"[6, 7]",positive,687
i would highly recommend this place,place,"[5, 6]",positive,688
i have been to casimir over 5 times and i have always had a great time there,casimir,"[4, 5]",positive,689
the food is great and reasonably priced,food,"[1, 2]",positive,690
the food is great and reasonably priced,food,"[1, 2]",positive,691
i have tried to make reservations but both times the hostess didn t have my name,hostess,"[10, 11]",negative,692
if the weather is nice try to snag an outside table,outside table,"[9, 11]",positive,693
the staff has been nice but they seemed really stressed and the unisex bathroom needs to be cleaned more often,staff,"[1, 2]",positive,694
the staff has been nice but they seemed really stressed and the unisex bathroom needs to be cleaned more often,unisex bathroom,"[12, 14]",negative,695
from the spectacular caviar to the hospitable waitstaff i felt like royalty and enjoyed every second of it,caviar,"[3, 4]",positive,696
from the spectacular caviar to the hospitable waitstaff i felt like royalty and enjoyed every second of it,waitstaff,"[7, 8]",positive,697
considering we were the last patrons there and it was after the closing time the waitstaff did not rush us at all and made us feel comfortable and relaxed,waitstaff,"[15, 16]",positive,698
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service,caviar,"[3, 4]",positive,699
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service,service,"[15, 16]",positive,700
nice family owned traditional restaurant,restaurant,"[4, 5]",positive,701
fresh ingredients and everything is made to order,ingredients,"[1, 2]",positive,702
friendly staff that actually lets you enjoy your meal and the company you re with,staff,"[1, 2]",positive,703
i found the food to be outstanding particulary the salmon dish i had,food,"[3, 4]",positive,704
i found the food to be outstanding particulary the salmon dish i had,salmon dish,"[9, 11]",positive,705
i also ordered the change mojito which was out of this world,change mojito,"[4, 6]",positive,706
my friends settled for rice dishes but we came back the following day to try the dim sum which was good not outstanding but good,dim sum,"[16, 18]",neutral,707
we ate out in the back patio which is worth it as it s cool and the music is hear well there,back patio,"[5, 7]",positive,708
we ate out in the back patio which is worth it as it s cool and the music is hear well there,music,"[17, 18]",positive,709
overall excellent restaurant,restaurant,"[2, 3]",positive,710
the food was good,food,"[1, 2]",positive,711
the place was nice and calm,place,"[1, 2]",positive,712
but the service was a bit slow,service,"[2, 3]",negative,713
the buffet had a nice selection,buffet,"[1, 2]",positive,714
the food was average or above including some surprising tasty dishes,food,"[1, 2]",positive,715
the food was average or above including some surprising tasty dishes,dishes,"[10, 11]",positive,716
service was also very good,service,"[0, 1]",positive,717
i got an excellent piece of cheesecake and we had several other nice pastries,cheesecake,"[6, 7]",positive,718
i got an excellent piece of cheesecake and we had several other nice pastries,pastries,"[13, 14]",positive,719
i would recommend roxy s for that but not for their food,food,"[11, 12]",negative,720
my son and his girlfriend both wanted cheeseburgers and they were huge,cheeseburgers,"[7, 8]",neutral,721
consequently their burgers fell apart in their hands and made such a mess that they did nt feel like finishing them,burgers,"[2, 3]",negative,722
i had a huge pastrami sandwich on a roll,pastrami sandwich on a roll,"[4, 9]",neutral,723
this place is really trendi but they have forgotten about the most important part of a restaurant the food,food,"[18, 19]",negative,724
this place is really trendi but they have forgotten about the most important part of a restaurant the food,place,"[1, 2]",positive,725
the last two times i ordered from here my food was soo spicy that i could barely eat it and the spice took away from the flavor of the dish,food,"[9, 10]",negative,726
the last two times i ordered from here my food was soo spicy that i could barely eat it and the spice took away from the flavor of the dish,spice,"[21, 22]",negative,727
and the tom kha soup was pathetic,tom kha soup,"[2, 5]",negative,728
if you want good authentic thai this place is not the place to go,thai,"[5, 6]",negative,729
we went here for lunch a couple of weeks ago on a saturday and i was thoroughly impressed with the food,food,"[20, 21]",positive,730
the pesto pizza was excellent thin crust pizza with a nice amount of spicy italian cheese that i d never heard of before,pesto pizza,"[1, 3]",positive,731
the pesto pizza was excellent thin crust pizza with a nice amount of spicy italian cheese that i d never heard of before,spicy italian cheese,"[13, 16]",positive,732
the back garden sitting area is very pleasant where you can see their personal herb garden,back garden sitting area,"[1, 5]",positive,733
we had the lobster sandwich and it was fantastic,lobster sandwich,"[3, 5]",positive,734
my husband said he could ve eaten several more the portion was fine for me he even exclaimed that the french fries were the best he has had,portion,"[10, 11]",positive,735
my husband said he could ve eaten several more the portion was fine for me he even exclaimed that the french fries were the best he has had,french fries,"[20, 22]",positive,736
we had the scallops as an appetizer and they were delicious and the sauce was wonderful,scallops,"[3, 4]",positive,737
we had the scallops as an appetizer and they were delicious and the sauce was wonderful,sauce,"[13, 14]",positive,738
we waited at the bar and had martinis that were just right,martinis,"[7, 8]",positive,739
love the food,food,"[2, 3]",positive,740
it s the only place you can get yummy authentic japanese comfort food,japanese comfort food,"[10, 13]",positive,741
i ve lived in ny for 5 years and this place has it all,place,"[10, 11]",positive,742
great food good size menu great service and an unpretensious setting,food,"[1, 2]",positive,743
great food good size menu great service and an unpretensious setting,menu,"[4, 5]",positive,744
great food good size menu great service and an unpretensious setting,service,"[6, 7]",positive,745
great food good size menu great service and an unpretensious setting,setting,"[10, 11]",positive,746
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,dishes,"[1, 2]",positive,747
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,lamb sausages,"[11, 13]",positive,748
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,sardines with biscuits,"[13, 16]",positive,749
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,large whole shrimp,"[16, 19]",positive,750
the dishes offered were unique very tasty and fresh from the lamb sausages sardines with biscuits large whole shrimp to the amazing pistachio ice cream the best and freshest i ve ever had,pistachio ice cream,"[22, 25]",positive,751
i m glad i was introduced to this place and this is a rare gem in ny,place,"[8, 9]",positive,752
the freshest best variety and the fastest delivery,delivery,"[7, 8]",positive,753
the service was excellent and the food was delicious,service,"[1, 2]",positive,754
the service was excellent and the food was delicious,food,"[6, 7]",positive,755
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,sushi,"[5, 6]",positive,756
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,ceviche mix special,"[15, 18]",positive,757
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,crab dumplings,"[18, 20]",positive,758
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,assorted sashimi,"[20, 22]",positive,759
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,sushi,"[5, 6]",positive,760
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,rolls,"[24, 25]",positive,761
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,two types of sake,"[25, 29]",positive,762
we are very particular about sushi and were both please with every choice which included ceviche mix special crab dumplings assorted sashimi sushi and rolls two types of sake and the banana tempura,banana tempura,"[31, 33]",positive,763
definitely a great spot for a nice occasion or date,spot,"[3, 4]",positive,764
average to good thai food but terrible delivery,thai food,"[3, 5]",positive,765
average to good thai food but terrible delivery,delivery,"[7, 8]",negative,766
a thai restaurant out of rice during dinner,thai restaurant,"[1, 3]",negative,767
the food arrived 20 minutes after i called cold and soggy,food,"[1, 2]",negative,768
this is a wonderful place on all stand points especially value ofr money,place,"[4, 5]",positive,769
this is a wonderful place on all stand points especially value ofr money,place,"[4, 5]",positive,770
an excellent service,service,"[2, 3]",positive,771
we were greeted promptly by the waiter who was very nice and cordial,waiter,"[6, 7]",positive,772
she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food,dishes,"[17, 18]",positive,773
the food looked very appetizing and delicious since it came on a variety of fancy plates,food,"[1, 2]",positive,774
we ended our great experience by having gulab jamun dessert recommended by the waiter,gulab jamun dessert,"[7, 10]",positive,775
i thanked my friend who recommended me this restaurant and will certainly recommend it to others,restaurant,"[8, 9]",positive,776
service here was great food was fantastic,service,"[0, 1]",positive,777
service here was great food was fantastic,food,"[4, 5]",positive,778
guacamole shrimp appetizer was really great we both had the filet very good didn t much like the frites that came with but the filet was so good neither of us cared,guacamole shrimp appetizer,"[0, 3]",positive,779
guacamole shrimp appetizer was really great we both had the filet very good didn t much like the frites that came with but the filet was so good neither of us cared,filet,"[10, 11]",positive,780
guacamole shrimp appetizer was really great we both had the filet very good didn t much like the frites that came with but the filet was so good neither of us cared,frites,"[18, 19]",negative,781
you cannot go wrong with this place,place,"[6, 7]",positive,782
the food is outstanding and the service is quick friendly and very professional,food,"[1, 2]",positive,783
the food is outstanding and the service is quick friendly and very professional,service,"[6, 7]",positive,784
always a nice crowd but never loud,crowd,"[3, 4]",positive,785
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded,pizza place,"[14, 16]",positive,786
by far the best pizza in manhattan,pizza,"[4, 5]",positive,787
the crust is thin the ingredients are fresh and the staff is friendly,crust,"[1, 2]",positive,788
the crust is thin the ingredients are fresh and the staff is friendly,staff,"[10, 11]",positive,789
the crust is thin the ingredients are fresh and the staff is friendly,ingredients,"[5, 6]",positive,790
the menu has so many fish items and oysters,menu,"[1, 2]",positive,791
the fish was really really fresh,fish,"[1, 2]",positive,792
we all agreed that mare is one of the best seafood restaurants in new york,mare,"[4, 5]",positive,793
i stumbled upon this great pizzeria as i explored my new neighborhood,pizzeria,"[5, 6]",positive,794
all of the pizzas are terrific and the price is even better,pizzas,"[3, 4]",positive,795
i highly recommend the sophia pizza,sophia pizza,"[4, 6]",positive,796
the food was mediocre at best but it was the horrible service that made me vow never to go back,food,"[1, 2]",negative,797
the food was mediocre at best but it was the horrible service that made me vow never to go back,service,"[11, 12]",negative,798
immediately after we paid the waiter took the money and said okay you guys are outta here,waiter,"[5, 6]",negative,799
for the people who want great food plus great service roxy is a place to avoid,food,"[6, 7]",negative,800
for the people who want great food plus great service roxy is a place to avoid,service,"[9, 10]",negative,801
the first time the sushi was outstanding the second time it was a little bland,sushi,"[4, 5]",positive,802
the first time the sushi was outstanding the second time it was a little bland,sushi,"[4, 5]",negative,803
the blond wood decor is very soothing the premium sake is excellent and the service is great,blond wood decor,"[1, 4]",positive,804
the blond wood decor is very soothing the premium sake is excellent and the service is great,premium sake,"[8, 10]",positive,805
the blond wood decor is very soothing the premium sake is excellent and the service is great,service,"[14, 15]",positive,806
mizu is the japenese find in grammercy,mizu,"[0, 1]",positive,807
while their kitchen food is delicious their sushi is out of this world,kitchen food,"[2, 4]",positive,808
while their kitchen food is delicious their sushi is out of this world,sushi,"[7, 8]",positive,809
mizu is home to creative and unique rolls not to found anywhere else,rolls,"[7, 8]",positive,810
not only is the cuisine the best around the service has always been attentive and charming,cuisine,"[4, 5]",positive,811
not only is the cuisine the best around the service has always been attentive and charming,service,"[9, 10]",positive,812
warning you may find it difficult to dine at other japanese restaurants after a visit to mizu,mizu,"[16, 17]",positive,813
thalia is a beautiful restaurant with beautiful people serving you but the food doesn t quite match up,people,"[7, 8]",positive,814
thalia is a beautiful restaurant with beautiful people serving you but the food doesn t quite match up,food,"[12, 13]",negative,815
thalia is a beautiful restaurant with beautiful people serving you but the food doesn t quite match up,thalia,"[0, 1]",positive,816
i ordered the smoked salmon and roe appetizer and it was off flavor,smoked salmon and roe appetizer,"[3, 8]",negative,817
the entree was bland and small dessert was not inspired,entree,"[1, 2]",negative,818
the entree was bland and small dessert was not inspired,entree,"[1, 2]",negative,819
the entree was bland and small dessert was not inspired,dessert,"[6, 7]",negative,820
i expected quite a bit more from such an expensive menu,menu,"[10, 11]",negative,821
i expected quite a bit more from such an expensive menu,menu,"[10, 11]",negative,822
the view is spectacular and the food is great,view,"[1, 2]",positive,823
the view is spectacular and the food is great,food,"[6, 7]",positive,824
wonderful strawberry daiquiries as well,strawberry daiquiries,"[1, 3]",positive,825
authentic taiwanese food that s cheap what more could you ask for,taiwanese food,"[1, 3]",positive,826
authentic taiwanese food that s cheap what more could you ask for,taiwanese food,"[1, 3]",positive,827
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan,cold appetizer dishes,"[1, 4]",positive,828
delicious simple food in nice outdoor atmosphere,food,"[2, 3]",positive,829
delicious simple food in nice outdoor atmosphere,food,"[2, 3]",positive,830
delicious simple food in nice outdoor atmosphere,outdoor atmosphere,"[5, 7]",positive,831
kind attentive wait staff,wait staff,"[2, 4]",positive,832
i really like both the scallops and the mahi mahi on saffron risotto yum,scallops,"[5, 6]",positive,833
i really like both the scallops and the mahi mahi on saffron risotto yum,mahi mahi on saffron risotto,"[8, 13]",positive,834
my friend devoured her chicken and mashed potatos,chicken and mashed potatos,"[4, 8]",positive,835
delicious crab cakes too,crab cakes,"[1, 3]",positive,836
even if the food wasn t this good the garden is a great place to sit outside and relax,garden,"[9, 10]",positive,837
even if the food wasn t this good the garden is a great place to sit outside and relax,food,"[3, 4]",positive,838
great neighborhood joint,joint,"[2, 3]",positive,839
this is a nice pizza place with good selection of thin crust pizza including the basil slice,selection of thin crust pizza,"[8, 13]",positive,840
this is a nice pizza place with good selection of thin crust pizza including the basil slice,selection of thin crust pizza,"[8, 13]",positive,841
this is a nice pizza place with good selection of thin crust pizza including the basil slice,pizza place,"[4, 6]",positive,842
this is a nice pizza place with good selection of thin crust pizza including the basil slice,basil slice,"[15, 17]",positive,843
their calzones are horrific bad vomit inducing yuck,calzones,"[1, 2]",negative,844
the counter service is bad,counter service,"[1, 3]",negative,845
no pizza 33 for me,pizza 33,"[1, 3]",negative,846
the dosas are skimpy unattractive and drip with grease and personally i d drink popcorn topping before i d eat another one of these,dosas,"[1, 2]",negative,847
the dosas are skimpy unattractive and drip with grease and personally i d drink popcorn topping before i d eat another one of these,dosas,"[1, 2]",negative,848
the sandwiches are dry tasteless and way overpriced,sandwiches,"[1, 2]",negative,849
the sandwiches are dry tasteless and way overpriced,sandwiches,"[1, 2]",negative,850
calling the place hampton chutney co does warn you that these folks offer more style than substance but in this unattractive room with unhelpful clerks there was a dearth of the former too,place,"[2, 3]",negative,851
calling the place hampton chutney co does warn you that these folks offer more style than substance but in this unattractive room with unhelpful clerks there was a dearth of the former too,room,"[21, 22]",negative,852
calling the place hampton chutney co does warn you that these folks offer more style than substance but in this unattractive room with unhelpful clerks there was a dearth of the former too,clerks,"[24, 25]",negative,853
seriously this place kicks ass,place,"[2, 3]",positive,854
the atmosphere is unheralded the service impecible and the food magnificant,atmosphere,"[1, 2]",positive,855
the atmosphere is unheralded the service impecible and the food magnificant,service,"[5, 6]",positive,856
the atmosphere is unheralded the service impecible and the food magnificant,food,"[9, 10]",positive,857
best italian food i ever had and being italian that means alot,italian food,"[1, 3]",positive,858
this is such a lovely peaceful place to eat outside,place,"[6, 7]",positive,859
the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty,restaurant,"[1, 2]",positive,860
the food is good especially their more basic dishes and the drinks are delicious,food,"[1, 2]",positive,861
the food is good especially their more basic dishes and the drinks are delicious,basic dishes,"[7, 9]",positive,862
the food is good especially their more basic dishes and the drinks are delicious,drinks,"[11, 12]",positive,863
this is a great place to take out of towners and perfect for watching the sunset,place,"[4, 5]",positive,864
great sushi experience,sushi,"[1, 2]",positive,865
unique apppetizers,apppetizers,"[1, 2]",positive,866
try sushimi cucumber roll,sushimi cucumber roll,"[1, 4]",positive,867
good spreads great beverage selections and bagels really tasty,spreads,"[1, 2]",positive,868
good spreads great beverage selections and bagels really tasty,beverage selections,"[3, 5]",positive,869
good spreads great beverage selections and bagels really tasty,bagels,"[6, 7]",positive,870
but who says murray s is anything about service,service,"[8, 9]",negative,871
the service is awful,service,"[1, 2]",negative,872
this place is not worth the prices,place,"[1, 2]",negative,873
this place is not worth the prices,place,"[1, 2]",negative,874
love pizza 33,pizza 33,"[1, 3]",positive,875
i will be out with friends and all of a sudden i am hungry and i only crave one thing their pizza,pizza,"[21, 22]",positive,876
this tiny williamsburg spot is always pleasantly surprising,williamsburg spot,"[2, 4]",positive,877
the pizza is delicious and the proprietor is one of the nicest in nyc,pizza,"[1, 2]",positive,878
the pizza is delicious and the proprietor is one of the nicest in nyc,proprietor,"[6, 7]",positive,879
the cream cheeses are out of this world and i love that coffee,cream cheeses,"[1, 3]",positive,880
the cream cheeses are out of this world and i love that coffee,coffee,"[12, 13]",positive,881
bagels are ok but be sure not to make any special requests,bagels,"[0, 1]",neutral,882
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere,manager,"[10, 11]",negative,883
be sure not to get anything other than bagels,bagels,"[8, 9]",positive,884
the turkey burgers are scary,turkey burgers,"[1, 3]",negative,885
the soup for the udon was soy sauce and water,soup for the udon,"[1, 5]",negative,886
the sushi was awful,sushi,"[1, 2]",negative,887
the rice was poor quality and was cooked so badly it was hard,rice,"[1, 2]",negative,888
furthermore the rice had no seasoning so the sushi was bland and disgusting,rice,"[2, 3]",negative,889
furthermore the rice had no seasoning so the sushi was bland and disgusting,sushi,"[8, 9]",negative,890
the fish was adequate but inexpertly sliced,fish,"[1, 2]",negative,891
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine,japanese cuisine,"[16, 18]",negative,892
good fast service,service,"[2, 3]",positive,893
food is great and inexpensive,food,"[0, 1]",positive,894
food is great and inexpensive,food,"[0, 1]",positive,895
the location is perfect,location,"[1, 2]",positive,896
well this place is so ghetto its not even funny,place,"[2, 3]",negative,897
if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ll love it here,bottle,"[22, 23]",negative,898
if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ll love it here,music,"[4, 5]",negative,899
awsome pizza especially the margheritta slice,pizza,"[1, 2]",positive,900
awsome pizza especially the margheritta slice,margheritta slice,"[4, 6]",positive,901
great atmoshere and worth every bit,atmoshere,"[1, 2]",positive,902
winnie and her staff are the best crew you can find serving you,staff,"[3, 4]",positive,903
winnie and her staff are the best crew you can find serving you,winnie,"[0, 1]",positive,904
the food is reliable and the price is moderate,food,"[1, 2]",positive,905
for authentic thai food look no further than toons,thai food,"[2, 4]",positive,906
try the pad thai or sample anything on the appetizer menu they re all delicious,pad thai,"[2, 4]",positive,907
try the pad thai or sample anything on the appetizer menu they re all delicious,appetizer menu,"[9, 11]",positive,908
everything about this restaurant was special,restaurant,"[3, 4]",positive,909
the service was attentive yet discreet,service,"[1, 2]",positive,910
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal,brioche and lollies,"[1, 4]",positive,911
the place was quiet and delightful,place,"[1, 2]",positive,912
service was good and food is wonderful,service,"[0, 1]",positive,913
service was good and food is wonderful,food,"[4, 5]",positive,914
i did not try the caviar but i tried their salmon and crab salad they are all good,salmon,"[10, 11]",positive,915
i did not try the caviar but i tried their salmon and crab salad they are all good,crab salad,"[12, 14]",positive,916
it is definitely a good spot for snacks and chat,spot,"[5, 6]",positive,917
as a retired hipster i can say with some degree of certainty that for the last year lucky strike has been the best laid back late night in the city,lucky strike,"[17, 19]",positive,918
the wait staff is pleasant fun and for the most part gorgeous in the wonderful aesthetic beautification way not in that she s way cuter than me that b way,wait staff,"[1, 3]",positive,919
the food is yummy especially their cooked to perfection mussels in spicy tomato sauce and their shoestring crispy fries,food,"[1, 2]",positive,920
the food is yummy especially their cooked to perfection mussels in spicy tomato sauce and their shoestring crispy fries,mussels in spicy tomato sauce,"[9, 14]",positive,921
the food is yummy especially their cooked to perfection mussels in spicy tomato sauce and their shoestring crispy fries,fries,"[18, 19]",positive,922
but the best part about ls is the late night atmosphere delightfully free of the bts,late night atmosphere,"[8, 11]",positive,923
you can get a completely delish martini in a glass that s about 2 1 2 drinks for 8 50 i recommend the vanilla shanty mmmm in a great homey setting with great music,martini,"[6, 7]",positive,924
you can get a completely delish martini in a glass that s about 2 1 2 drinks for 8 50 i recommend the vanilla shanty mmmm in a great homey setting with great music,martini,"[6, 7]",positive,925
you can get a completely delish martini in a glass that s about 2 1 2 drinks for 8 50 i recommend the vanilla shanty mmmm in a great homey setting with great music,martini,"[6, 7]",positive,926
you can get a completely delish martini in a glass that s about 2 1 2 drinks for 8 50 i recommend the vanilla shanty mmmm in a great homey setting with great music,vanilla shanty,"[23, 25]",positive,927
you can get a completely delish martini in a glass that s about 2 1 2 drinks for 8 50 i recommend the vanilla shanty mmmm in a great homey setting with great music,setting,"[30, 31]",positive,928
you can get a completely delish martini in a glass that s about 2 1 2 drinks for 8 50 i recommend the vanilla shanty mmmm in a great homey setting with great music,music,"[33, 34]",positive,929
the in house lady dj on saturday nights has outrageously good taste in music and moreover takes requests,in house lady dj,"[1, 5]",positive,930
you can t go wrong with this place,place,"[7, 8]",positive,931
suan is a great place that i often take my friends classmates too,suan,"[0, 1]",positive,932
its location is good and the fact that hutner college is near and their prices are very reasonable makes students go back to suan again and again,location,"[1, 2]",positive,933
its location is good and the fact that hutner college is near and their prices are very reasonable makes students go back to suan again and again,suan,"[23, 24]",positive,934
i love their thai,thai,"[3, 4]",positive,935
noodles with shrimp and chicken and coconut juice is the must,noodles with shrimp and chicken and coconut juice,"[0, 8]",positive,936
i will go back to suan soon,suan,"[5, 6]",positive,937
in summer eat outside on a terrace another great feature of suan,terrace,"[6, 7]",positive,938
i cannot imagine a friendlier staff working in a restaurant,staff,"[5, 6]",positive,939
i cannot imagine better indian food in all of the city,indian food,"[4, 6]",positive,940
during the course of the past 3 months the chef and staff changed and it was not for the better,chef,"[9, 10]",negative,941
during the course of the past 3 months the chef and staff changed and it was not for the better,staff,"[11, 12]",negative,942
the food now is inconsistent,food,"[1, 2]",negative,943
this is the kind of place you d like to take all your friends to and still keep a secret,place,"[5, 6]",positive,944
the setting is casual and romantic,setting,"[1, 2]",positive,945
the food is excellent,food,"[1, 2]",positive,946
if you re daring try the balsamic vinegar over icecream it s wonderful,balsamic vinegar over icecream,"[6, 10]",positive,947
do not get the go go hamburgers no matter what the reviews say,go go hamburgers,"[4, 7]",negative,948
the rest of the dim sum though pricey by chinatown standards is worth it,dim sum,"[4, 6]",negative,949
the rest of the dim sum though pricey by chinatown standards is worth it,dim sum,"[4, 6]",positive,950
the wait here is long for dim sum but if you don t like sharing tables or if the typical raucous dim sum atmosphere is not your gig this is a sleek for chinatown alternative,wait,"[1, 2]",negative,951
the wait here is long for dim sum but if you don t like sharing tables or if the typical raucous dim sum atmosphere is not your gig this is a sleek for chinatown alternative,atmosphere,"[23, 24]",negative,952
a few tips skip the turnip cake roast pork buns and egg custards,turnip cake,"[5, 7]",negative,953
a few tips skip the turnip cake roast pork buns and egg custards,roast pork buns,"[7, 10]",negative,954
a few tips skip the turnip cake roast pork buns and egg custards,egg custards,"[11, 13]",negative,955
the food was exceptional,food,"[1, 2]",positive,956
i choose to go with one of the special the braised lamb shank in red wine which was excellent,braised lamb shank in red wine,"[10, 16]",positive,957
the service was friendly and the atmosphere was casual,service,"[1, 2]",positive,958
the service was friendly and the atmosphere was casual,atmosphere,"[6, 7]",neutral,959
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,"[22, 23]",positive,960
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,"[1, 2]",negative,961
this little place has a cute interior decor and affordable city prices,interior decor,"[6, 8]",positive,962
this little place has a cute interior decor and affordable city prices,place,"[2, 3]",positive,963
the pad se ew chicken was delicious however the pad thai was far too oily,pad se ew chicken,"[1, 5]",positive,964
the pad se ew chicken was delicious however the pad thai was far too oily,pad thai,"[9, 11]",negative,965
have eaten at ginger house several times and it s always good,ginger house,"[3, 5]",positive,966
the fried dumplings are great,fried dumplings,"[1, 3]",positive,967
finally a reliable chinese restaurant,chinese restaurant,"[3, 5]",positive,968
this place would be so much better served by being run by a group that actually understands customer service,customer service,"[17, 19]",negative,969
terrible terrible management deserves to be shut down,management,"[2, 3]",negative,970
delicious bagels especially when right out of the oven,bagels,"[1, 2]",positive,971
spreads and toppings are great though a bit pricey,spreads,"[0, 1]",positive,972
spreads and toppings are great though a bit pricey,toppings,"[2, 3]",positive,973
spreads and toppings are great though a bit pricey,spreads,"[0, 1]",negative,974
spreads and toppings are great though a bit pricey,toppings,"[2, 3]",negative,975
service is fast and friendly,service,"[0, 1]",positive,976
the food is decent at best and the ambience well it s a matter of opinion some may consider it to be a sweet thing i thought it was just annoying,food,"[1, 2]",negative,977
the food is decent at best and the ambience well it s a matter of opinion some may consider it to be a sweet thing i thought it was just annoying,ambience,"[8, 9]",negative,978
rao is a good restaurant but it s nothing special,rao,"[0, 1]",neutral,979
but after last night spice grill is the only place i m eating indian cuisine,indian cuisine,"[13, 15]",positive,980
you must try the shrimp appetizers,shrimp appetizers,"[4, 6]",positive,981
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time,ambience,"[6, 7]",positive,982
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time,staff,"[10, 11]",positive,983
great food great prices great service,food,"[1, 2]",positive,984
great food great prices great service,service,"[5, 6]",positive,985
if you are looking for a good quality cheap eats this is the place,eats,"[9, 10]",positive,986
if you are looking for a good quality cheap eats this is the place,eats,"[9, 10]",positive,987
it s a perfect place to have a amanzing indian food,indian food,"[9, 11]",positive,988
i really loved the different and inovated touch that s the cheff gives to the food,cheff,"[11, 12]",positive,989
also it s great to have dinner in a very romantic and confortable place the service it s just perfect they re so frendly that we never want to live the place,place,"[13, 14]",positive,990
also it s great to have dinner in a very romantic and confortable place the service it s just perfect they re so frendly that we never want to live the place,service,"[15, 16]",positive,991
their bagels are fine but they are a little overcooked and not really a special bagel experience,bagels,"[1, 2]",negative,992
great bagels made the old fashioned way,bagels,"[1, 2]",positive,993
great bagels made the old fashioned way,bagels,"[1, 2]",positive,994
drawbacks service is slow and they don t toast,service,"[1, 2]",negative,995
the food was absolutely amazing,food,"[1, 2]",positive,996
the baked clams octopus we shared as appetizers were the best we ve ever had,baked clams octopus,"[1, 4]",positive,997
the lamb was tender so full of flavor the dessert was divine,lamb,"[1, 2]",positive,998
the lamb was tender so full of flavor the dessert was divine,dessert,"[9, 10]",positive,999
the waiter was attentive,waiter,"[1, 2]",positive,1000
the place itself is beautiful the bar scene seems to be happening,place,"[1, 2]",positive,1001
the place itself is beautiful the bar scene seems to be happening,bar scene,"[6, 8]",positive,1002
downtown dinner 2002 prixe fix appetizers were ok waiter gave me poor suggestion try the potato stuff kanish best one,appetizers,"[5, 6]",neutral,1003
downtown dinner 2002 prixe fix appetizers were ok waiter gave me poor suggestion try the potato stuff kanish best one,waiter,"[8, 9]",negative,1004
